FPGA idle power [mW]:,3597.9

Program energy [mJ]:,8.87

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,24.7
20000,0.001,33.3
40000,0.002,41.9
60000,0.003,67.8
80000,0.004,50.8
100000,0.005,24.7
120000,0.006,125.4
140000,0.007,136.9
160000,0.008,138.3
180000,0.009,145.5
200000,0.010,161.3
220000,0.011,151.3
240000,0.012,142.6
260000,0.013,153.0
280000,0.014,158.5
300000,0.015,135.5
320000,0.016,128.3
340000,0.017,132.6
360000,0.018,139.8
380000,0.019,145.5
400000,0.020,132.6
420000,0.021,132.6
440000,0.022,139.1
460000,0.023,138.3
480000,0.024,129.7
500000,0.025,135.5
520000,0.026,142.6
540000,0.027,139.8
560000,0.028,136.9
580000,0.029,134.0
600000,0.030,134.0
620000,0.031,131.4
640000,0.032,131.1
660000,0.033,135.5
680000,0.034,121.1
700000,0.035,126.8
720000,0.036,131.1
740000,0.037,134.0
760000,0.038,122.5
780000,0.039,125.4
800000,0.040,134.5
820000,0.041,123.9
840000,0.042,113.9
860000,0.043,116.8
880000,0.044,122.5
900000,0.045,109.6
920000,0.046,119.6
940000,0.047,116.8
960000,0.048,111.0
980000,0.049,120.5
1000000,0.050,109.6
1020000,0.051,118.2
1040000,0.052,122.5
1060000,0.053,122.5
1080000,0.054,121.1
1100000,0.055,112.4
1120000,0.056,118.2
1140000,0.057,116.8
1160000,0.058,114.3
1180000,0.059,115.3
1200000,0.060,116.8
1220000,0.061,122.5
1240000,0.062,112.4
1260000,0.063,115.3
1280000,0.064,122.5
1300000,0.065,115.3
1320000,0.066,109.6
1340000,0.067,122.1
1360000,0.068,116.8
1380000,0.069,119.6
1400000,0.070,116.8
1420000,0.071,121.1
1440000,0.072,105.2
1460000,0.073,105.2
