FPGA idle power [mW]:,3608.7

Program energy [mJ]:,8.92

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-1.9
20000,0.001,38.3
40000,0.002,40.0
60000,0.003,59.9
80000,0.004,72.9
100000,0.005,42.6
120000,0.006,74.3
140000,0.007,127.5
160000,0.008,134.7
180000,0.009,139.0
200000,0.010,156.3
220000,0.011,156.2
240000,0.012,152.0
260000,0.013,146.2
280000,0.014,156.3
300000,0.015,149.1
320000,0.016,129.0
340000,0.017,130.4
360000,0.018,130.4
380000,0.019,126.1
400000,0.020,142.2
420000,0.021,127.5
440000,0.022,130.4
460000,0.023,136.2
480000,0.024,133.3
500000,0.025,133.3
520000,0.026,137.6
540000,0.027,133.3
560000,0.028,133.3
580000,0.029,136.1
600000,0.030,133.3
620000,0.031,137.6
640000,0.032,140.5
660000,0.033,139.0
680000,0.034,131.8
700000,0.035,124.7
720000,0.036,126.1
740000,0.037,134.7
760000,0.038,120.6
780000,0.039,124.7
800000,0.040,129.0
820000,0.041,136.2
840000,0.042,127.5
860000,0.043,123.2
880000,0.044,106.0
900000,0.045,113.1
920000,0.046,108.8
940000,0.047,120.6
960000,0.048,118.9
980000,0.049,117.5
1000000,0.050,116.0
1020000,0.051,118.9
1040000,0.052,114.6
1060000,0.053,116.0
1080000,0.054,120.3
1100000,0.055,117.5
1120000,0.056,122.1
1140000,0.057,118.9
1160000,0.058,114.6
1180000,0.059,123.2
1200000,0.060,116.0
1220000,0.061,121.8
1240000,0.062,116.0
1260000,0.063,116.0
1280000,0.064,116.0
1300000,0.065,119.0
1320000,0.066,110.3
1340000,0.067,116.0
1360000,0.068,120.3
1380000,0.069,116.0
1400000,0.070,116.0
1420000,0.071,113.1
1440000,0.072,114.6
1460000,0.073,113.1
1480000,0.074,100.4
