FPGA idle power [mW]:,3602.1

Program energy [mJ]:,9.40

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,1.8
20000,0.001,11.8
40000,0.002,13.3
60000,0.003,30.5
80000,0.004,19.0
100000,0.005,51.2
120000,0.006,40.6
140000,0.007,44.9
160000,0.008,119.7
180000,0.009,109.7
200000,0.010,115.4
220000,0.011,128.4
240000,0.012,124.1
260000,0.013,119.7
280000,0.014,124.1
300000,0.015,118.3
320000,0.016,119.7
340000,0.017,109.7
360000,0.018,111.1
380000,0.019,119.7
400000,0.020,112.6
420000,0.021,106.8
440000,0.022,114.0
460000,0.023,117.9
480000,0.024,112.6
500000,0.025,98.2
520000,0.026,112.6
540000,0.027,116.9
560000,0.028,112.6
580000,0.029,124.1
600000,0.030,122.6
620000,0.031,118.3
640000,0.032,127.2
660000,0.033,126.9
680000,0.034,122.6
700000,0.035,124.1
720000,0.036,124.1
740000,0.037,126.9
760000,0.038,128.4
780000,0.039,125.5
800000,0.040,124.1
820000,0.041,133.4
840000,0.042,119.7
860000,0.043,118.3
880000,0.044,126.9
900000,0.045,128.4
920000,0.046,119.7
940000,0.047,128.4
960000,0.048,125.5
980000,0.049,128.4
1000000,0.050,124.1
1020000,0.051,126.9
1040000,0.052,128.4
1060000,0.053,124.1
1080000,0.054,128.4
1100000,0.055,119.7
1120000,0.056,112.6
1140000,0.057,105.4
1160000,0.058,101.0
1180000,0.059,103.9
1200000,0.060,106.8
1220000,0.061,108.2
1240000,0.062,106.8
1260000,0.063,98.2
1280000,0.064,111.1
1300000,0.065,115.4
1320000,0.066,103.9
1340000,0.067,106.8
1360000,0.068,113.2
1380000,0.069,111.1
1400000,0.070,102.5
1420000,0.071,109.7
1440000,0.072,106.8
1460000,0.073,111.1
1480000,0.074,102.5
1500000,0.075,108.2
1520000,0.076,103.9
1540000,0.077,108.6
1560000,0.078,98.2
1580000,0.079,99.6
1600000,0.080,103.9
1620000,0.081,109.7
1640000,0.082,105.4
1660000,0.083,99.6
1680000,0.084,105.4
1700000,0.085,108.2
1720000,0.086,105.5
1740000,0.087,93.8
