FPGA idle power [mW]:,3590.8

Program energy [mJ]:,9.43

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,4.4
20000,0.001,13.1
40000,0.002,24.6
60000,0.003,13.1
80000,0.004,18.8
100000,0.005,47.6
120000,0.006,30.3
140000,0.007,53.4
160000,0.008,110.6
180000,0.009,116.7
200000,0.010,121.0
220000,0.011,118.1
240000,0.012,123.9
260000,0.013,123.9
280000,0.014,119.5
300000,0.015,118.1
320000,0.016,116.7
340000,0.017,110.6
360000,0.018,112.3
380000,0.019,115.2
400000,0.020,109.5
420000,0.021,119.5
440000,0.022,110.9
460000,0.023,109.5
480000,0.024,121.0
500000,0.025,115.2
520000,0.026,113.7
540000,0.027,113.8
560000,0.028,116.7
580000,0.029,128.2
600000,0.030,131.0
620000,0.031,126.7
640000,0.032,123.9
660000,0.033,131.0
680000,0.034,132.5
700000,0.035,118.3
720000,0.036,123.9
740000,0.037,132.5
760000,0.038,125.3
780000,0.039,122.4
800000,0.040,128.2
820000,0.041,133.9
840000,0.042,128.2
860000,0.043,128.2
880000,0.044,124.5
900000,0.045,135.4
920000,0.046,123.9
940000,0.047,122.4
960000,0.048,123.9
980000,0.049,125.3
1000000,0.050,125.3
1020000,0.051,126.7
1040000,0.052,110.9
1060000,0.053,130.7
1080000,0.054,131.0
1100000,0.055,122.4
1120000,0.056,108.0
1140000,0.057,108.0
1160000,0.058,112.3
1180000,0.059,108.0
1200000,0.060,100.8
1220000,0.061,112.3
1240000,0.062,104.4
1260000,0.063,102.3
1280000,0.064,102.3
1300000,0.065,106.6
1320000,0.066,109.5
1340000,0.067,108.0
1360000,0.068,103.7
1380000,0.069,102.3
1400000,0.070,106.6
1420000,0.071,109.0
1440000,0.072,109.5
1460000,0.073,96.5
1480000,0.074,106.6
1500000,0.075,110.9
1520000,0.076,100.8
1540000,0.077,105.1
1560000,0.078,113.8
1580000,0.079,110.9
1600000,0.080,101.3
1620000,0.081,103.7
1640000,0.082,105.1
1660000,0.083,105.1
1680000,0.084,102.3
1700000,0.085,99.4
1720000,0.086,116.7
1740000,0.087,80.7
