FPGA idle power [mW]:,3588.6

Program energy [mJ]:,10.05

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,11.0
20000,0.001,68.5
40000,0.002,97.3
60000,0.003,111.7
80000,0.004,58.5
100000,0.005,57.0
120000,0.006,131.8
140000,0.007,137.6
160000,0.008,133.2
180000,0.009,151.9
200000,0.010,139.0
220000,0.011,153.4
240000,0.012,139.0
260000,0.013,148.4
280000,0.014,154.8
300000,0.015,150.5
320000,0.016,116.0
340000,0.017,121.7
360000,0.018,130.4
380000,0.019,126.1
400000,0.020,124.6
420000,0.021,120.3
440000,0.022,129.8
460000,0.023,124.6
480000,0.024,126.1
500000,0.025,131.8
520000,0.026,127.5
540000,0.027,130.4
560000,0.028,131.8
580000,0.029,141.9
600000,0.030,137.6
620000,0.031,134.5
640000,0.032,133.2
660000,0.033,133.2
680000,0.034,134.7
700000,0.035,134.7
720000,0.036,136.1
740000,0.037,127.5
760000,0.038,131.8
780000,0.039,128.9
800000,0.040,123.6
820000,0.041,120.3
840000,0.042,133.2
860000,0.043,131.8
880000,0.044,121.7
900000,0.045,104.5
920000,0.046,103.0
940000,0.047,103.0
960000,0.048,104.5
980000,0.049,94.2
1000000,0.050,114.5
1020000,0.051,113.1
1040000,0.052,120.3
1060000,0.053,118.9
1080000,0.054,108.8
1100000,0.055,113.1
1120000,0.056,113.1
1140000,0.057,113.1
1160000,0.058,117.4
1180000,0.059,120.3
1200000,0.060,116.0
1220000,0.061,107.3
1240000,0.062,105.9
1260000,0.063,111.7
1280000,0.064,103.0
1300000,0.065,97.3
1320000,0.066,113.1
1340000,0.067,106.6
1360000,0.068,107.3
1380000,0.069,113.1
1400000,0.070,107.3
1420000,0.071,113.1
1440000,0.072,114.5
1460000,0.073,107.3
1480000,0.074,118.9
1500000,0.075,120.3
1520000,0.076,122.1
1540000,0.077,114.5
1560000,0.078,111.7
1580000,0.079,118.9
1600000,0.080,123.2
1620000,0.081,116.0
1640000,0.082,113.1
1660000,0.083,105.9
1680000,0.084,108.8
