FPGA idle power [mW]:,3596.4

Program energy [mJ]:,10.25

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,12.0
20000,0.001,70.8
40000,0.002,70.8
60000,0.003,69.3
80000,0.004,24.7
100000,0.005,27.6
120000,0.006,70.8
140000,0.007,99.5
160000,0.008,112.5
180000,0.009,122.0
200000,0.010,113.9
220000,0.011,124.0
240000,0.012,116.8
260000,0.013,129.8
280000,0.014,126.9
300000,0.015,119.7
320000,0.016,124.0
340000,0.017,119.7
360000,0.018,125.1
380000,0.019,124.0
400000,0.020,106.7
420000,0.021,122.6
440000,0.022,124.0
460000,0.023,122.6
480000,0.024,115.4
500000,0.025,119.7
520000,0.026,124.0
540000,0.027,118.9
560000,0.028,116.8
580000,0.029,122.6
600000,0.030,125.4
620000,0.031,121.1
640000,0.032,118.3
660000,0.033,121.1
680000,0.034,116.8
700000,0.035,111.1
720000,0.036,111.2
740000,0.037,118.3
760000,0.038,119.7
780000,0.039,121.1
800000,0.040,116.8
820000,0.041,113.9
840000,0.042,125.4
860000,0.043,112.5
880000,0.044,101.0
900000,0.045,112.7
920000,0.046,112.5
940000,0.047,116.8
960000,0.048,109.6
980000,0.049,112.5
1000000,0.050,112.5
1020000,0.051,115.4
1040000,0.052,115.4
1060000,0.053,111.1
1080000,0.054,112.7
1100000,0.055,106.7
1120000,0.056,102.4
1140000,0.057,99.5
1160000,0.058,98.1
1180000,0.059,96.7
1200000,0.060,98.1
1220000,0.061,102.4
1240000,0.062,106.7
1260000,0.063,103.4
1280000,0.064,106.7
1300000,0.065,102.4
1320000,0.066,103.9
1340000,0.067,101.0
1360000,0.068,95.2
1380000,0.069,111.1
1400000,0.070,106.7
1420000,0.071,96.7
1440000,0.072,97.2
1460000,0.073,105.3
1480000,0.074,105.3
1500000,0.075,99.5
1520000,0.076,96.7
1540000,0.077,109.6
1560000,0.078,105.3
1580000,0.079,101.0
1600000,0.080,101.0
1620000,0.081,105.0
1640000,0.082,99.5
1660000,0.083,109.6
1680000,0.084,98.1
1700000,0.085,95.2
1720000,0.086,111.1
1740000,0.087,103.9
1760000,0.088,95.2
1780000,0.089,93.8
1800000,0.090,105.0
1820000,0.091,106.7
1840000,0.092,95.2
1860000,0.093,103.9
1880000,0.094,103.9
1900000,0.095,105.3
1920000,0.096,78.0
