FPGA idle power [mW]:,3540.2

Program energy [mJ]:,6.29

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,4.7
20000,0.001,29.1
40000,0.002,32.6
60000,0.003,32.0
80000,0.004,11.9
100000,0.005,11.9
120000,0.006,39.2
140000,0.007,55.0
160000,0.008,65.1
180000,0.009,99.6
200000,0.010,92.4
220000,0.011,97.6
240000,0.012,96.8
260000,0.013,88.1
280000,0.014,92.4
300000,0.015,89.6
320000,0.016,92.4
340000,0.017,101.1
360000,0.018,93.9
380000,0.019,101.1
400000,0.020,94.5
420000,0.021,86.7
440000,0.022,92.4
460000,0.023,89.6
480000,0.024,85.3
500000,0.025,101.1
520000,0.026,96.8
540000,0.027,96.8
560000,0.028,86.7
580000,0.029,99.2
600000,0.030,96.8
620000,0.031,92.4
640000,0.032,72.3
660000,0.033,104.0
680000,0.034,102.5
700000,0.035,83.8
720000,0.036,73.7
740000,0.037,93.9
760000,0.038,85.3
780000,0.039,89.6
800000,0.040,69.4
820000,0.041,89.6
840000,0.042,72.3
860000,0.043,91.0
880000,0.044,73.7
900000,0.045,70.9
920000,0.046,85.3
940000,0.047,79.1
960000,0.048,70.9
980000,0.049,62.2
1000000,0.050,80.9
1020000,0.051,76.6
1040000,0.052,72.3
1060000,0.053,70.9
1080000,0.054,79.5
1100000,0.055,68.0
1120000,0.056,60.5
1140000,0.057,65.1
1160000,0.058,70.9
1180000,0.059,75.2
1200000,0.060,68.0
1220000,0.061,70.9
1240000,0.062,69.4
1260000,0.063,70.9
1280000,0.064,62.2
1300000,0.065,77.5
1320000,0.066,63.7
1340000,0.067,68.0
1360000,0.068,69.4
1380000,0.069,68.0
1400000,0.070,76.6
1420000,0.071,66.6
1440000,0.072,59.4
1460000,0.073,70.9
1480000,0.074,72.9
1500000,0.075,75.2
1520000,0.076,63.7
1540000,0.077,62.2
1560000,0.078,72.3
1580000,0.079,70.9
1600000,0.080,63.7
1620000,0.081,68.0
1640000,0.082,80.9
1660000,0.083,65.1
