FPGA idle power [mW]:,3579.6

Program energy [mJ]:,7.76

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,4.1
20000,0.001,28.6
40000,0.002,21.4
60000,0.003,24.3
80000,0.004,7.1
100000,0.005,7.0
120000,0.006,17.1
140000,0.007,84.7
160000,0.008,74.6
180000,0.009,106.3
200000,0.010,110.6
220000,0.011,112.0
240000,0.012,103.4
260000,0.013,100.1
280000,0.014,107.7
300000,0.015,106.3
320000,0.016,114.9
340000,0.017,107.7
360000,0.018,100.5
380000,0.019,104.8
400000,0.020,106.3
420000,0.021,99.1
440000,0.022,90.8
460000,0.023,107.7
480000,0.024,112.0
500000,0.025,107.7
520000,0.026,104.8
540000,0.027,113.5
560000,0.028,109.2
580000,0.029,104.8
600000,0.030,94.8
620000,0.031,112.5
640000,0.032,114.9
660000,0.033,106.3
680000,0.034,112.0
700000,0.035,99.1
720000,0.036,90.5
740000,0.037,103.4
760000,0.038,99.1
780000,0.039,89.0
800000,0.040,103.2
820000,0.041,94.8
840000,0.042,97.6
860000,0.043,96.2
880000,0.044,84.7
900000,0.045,96.2
920000,0.046,86.1
940000,0.047,89.0
960000,0.048,94.8
980000,0.049,90.8
1000000,0.050,94.8
1020000,0.051,99.1
1040000,0.052,89.0
1060000,0.053,93.3
1080000,0.054,86.1
1100000,0.055,83.3
1120000,0.056,76.1
1140000,0.057,73.2
1160000,0.058,66.0
1180000,0.059,57.4
1200000,0.060,58.8
1220000,0.061,77.5
1240000,0.062,70.3
1260000,0.063,64.6
1280000,0.064,78.9
1300000,0.065,77.5
1320000,0.066,57.4
1340000,0.067,69.1
1360000,0.068,73.2
1380000,0.069,68.9
1400000,0.070,70.3
1420000,0.071,60.2
1440000,0.072,71.7
1460000,0.073,74.6
1480000,0.074,77.5
1500000,0.075,77.5
1520000,0.076,72.2
1540000,0.077,84.7
1560000,0.078,66.0
1580000,0.079,55.9
1600000,0.080,67.4
1620000,0.081,84.7
1640000,0.082,68.9
1660000,0.083,70.3
1680000,0.084,81.8
1700000,0.085,70.6
1720000,0.086,67.4
1740000,0.087,66.0
1760000,0.088,84.7
1780000,0.089,76.1
1800000,0.090,70.3
1820000,0.091,71.7
1840000,0.092,71.7
1860000,0.093,73.2
1880000,0.094,49.0
