FPGA idle power [mW]:,3561.1

Program energy [mJ]:,9.17

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,9.7
20000,0.001,39.9
40000,0.002,54.3
60000,0.003,51.4
80000,0.004,24.1
100000,0.005,87.6
120000,0.006,149.2
140000,0.007,143.5
160000,0.008,143.5
180000,0.009,157.9
200000,0.010,157.9
220000,0.011,153.6
240000,0.012,157.9
260000,0.013,167.9
280000,0.014,155.8
300000,0.015,136.3
320000,0.016,134.8
340000,0.017,133.4
360000,0.018,140.6
380000,0.019,134.8
400000,0.020,143.5
420000,0.021,140.6
440000,0.022,139.2
460000,0.023,132.5
480000,0.024,127.7
500000,0.025,134.8
520000,0.026,140.6
540000,0.027,132.0
560000,0.028,136.3
580000,0.029,140.6
600000,0.030,133.4
620000,0.031,130.5
640000,0.032,135.6
660000,0.033,144.9
680000,0.034,137.7
700000,0.035,124.8
720000,0.036,124.8
740000,0.037,126.2
760000,0.038,121.9
780000,0.039,123.3
800000,0.040,129.1
820000,0.041,124.8
840000,0.042,132.0
860000,0.043,119.0
880000,0.044,98.9
900000,0.045,104.6
920000,0.046,116.1
940000,0.047,109.0
960000,0.048,113.3
980000,0.049,119.0
1000000,0.050,118.6
1020000,0.051,101.8
1040000,0.052,111.8
1060000,0.053,123.3
1080000,0.054,117.6
1100000,0.055,123.3
1120000,0.056,117.6
1140000,0.057,117.6
1160000,0.058,111.8
1180000,0.059,113.9
1200000,0.060,117.6
1220000,0.061,106.1
1240000,0.062,110.4
1260000,0.063,114.7
1280000,0.064,110.4
1300000,0.065,97.4
1320000,0.066,111.8
1340000,0.067,110.4
1360000,0.068,115.5
1380000,0.069,114.7
1400000,0.070,116.1
1420000,0.071,106.1
1440000,0.072,110.4
1460000,0.073,117.6
1480000,0.074,111.8
1500000,0.075,77.3
1520000,0.076,91.7
