FPGA idle power [mW]:,3594.1

Program energy [mJ]:,8.18

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,5.5
20000,0.001,29.9
40000,0.002,41.4
60000,0.003,48.6
80000,0.004,24.2
100000,0.005,22.7
120000,0.006,38.5
140000,0.007,113.4
160000,0.008,119.7
180000,0.009,129.2
200000,0.010,120.6
220000,0.011,134.9
240000,0.012,132.1
260000,0.013,129.2
280000,0.014,126.3
300000,0.015,127.7
320000,0.016,120.6
340000,0.017,118.1
360000,0.018,120.6
380000,0.019,111.9
400000,0.020,123.4
420000,0.021,127.7
440000,0.022,120.6
460000,0.023,114.8
480000,0.024,124.9
500000,0.025,124.9
520000,0.026,129.0
540000,0.027,127.7
560000,0.028,133.5
580000,0.029,136.4
600000,0.030,130.6
620000,0.031,132.1
640000,0.032,130.6
660000,0.033,126.3
680000,0.034,127.7
700000,0.035,113.5
720000,0.036,120.6
740000,0.037,123.4
760000,0.038,129.2
780000,0.039,124.9
800000,0.040,126.3
820000,0.041,129.2
840000,0.042,137.8
860000,0.043,127.7
880000,0.044,116.6
900000,0.045,111.9
920000,0.046,114.8
940000,0.047,111.9
960000,0.048,116.2
980000,0.049,111.9
1000000,0.050,113.4
1020000,0.051,110.5
1040000,0.052,111.9
1060000,0.053,115.0
1080000,0.054,97.5
1100000,0.055,99.0
1120000,0.056,99.0
1140000,0.057,103.3
1160000,0.058,103.3
1180000,0.059,101.8
1200000,0.060,91.8
1220000,0.061,106.2
1240000,0.062,102.6
1260000,0.063,99.0
1280000,0.064,110.5
1300000,0.065,114.8
1320000,0.066,116.2
1340000,0.067,106.2
1360000,0.068,109.0
1380000,0.069,116.2
1400000,0.070,116.2
1420000,0.071,118.1
1440000,0.072,109.0
1460000,0.073,103.3
1480000,0.074,70.2
