FPGA idle power [mW]:,3577.8

Program energy [mJ]:,7.75

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-11.3
20000,0.001,27.5
40000,0.002,27.5
60000,0.003,21.8
80000,0.004,14.6
100000,0.005,17.4
120000,0.006,16.0
140000,0.007,113.8
160000,0.008,111.2
180000,0.009,128.2
200000,0.010,118.1
220000,0.011,126.8
240000,0.012,138.3
260000,0.013,129.7
280000,0.014,116.7
300000,0.015,128.2
320000,0.016,118.1
340000,0.017,123.6
360000,0.018,118.1
380000,0.019,118.1
400000,0.020,121.0
420000,0.021,118.1
440000,0.022,116.7
460000,0.023,109.5
480000,0.024,116.7
500000,0.025,125.3
520000,0.026,128.2
540000,0.027,123.9
560000,0.028,125.3
580000,0.029,134.0
600000,0.030,129.7
620000,0.031,121.0
640000,0.032,134.0
660000,0.033,125.3
680000,0.034,119.6
700000,0.035,115.8
720000,0.036,109.5
740000,0.037,119.6
760000,0.038,122.5
780000,0.039,116.7
800000,0.040,121.0
820000,0.041,122.5
840000,0.042,134.0
860000,0.043,129.7
880000,0.044,118.9
900000,0.045,102.3
920000,0.046,109.5
940000,0.047,103.8
960000,0.048,111.0
980000,0.049,112.4
1000000,0.050,109.5
1020000,0.051,103.8
1040000,0.052,103.8
1060000,0.053,111.2
1080000,0.054,93.7
1100000,0.055,76.4
1120000,0.056,87.9
1140000,0.057,87.9
1160000,0.058,85.1
1180000,0.059,92.3
1200000,0.060,87.9
1220000,0.061,90.8
1240000,0.062,95.7
1260000,0.063,86.5
1280000,0.064,100.9
1300000,0.065,109.5
1320000,0.066,109.5
1340000,0.067,106.6
1360000,0.068,103.8
1380000,0.069,113.8
1400000,0.070,112.4
1420000,0.071,112.7
1440000,0.072,87.9
1460000,0.073,96.6
1480000,0.074,85.1
