FPGA idle power [mW]:,3574.8

Program energy [mJ]:,10.06

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-1.1
20000,0.001,66.5
40000,0.002,108.2
60000,0.003,111.1
80000,0.004,53.5
100000,0.005,73.7
120000,0.006,152.8
140000,0.007,145.2
160000,0.008,145.6
180000,0.009,170.1
200000,0.010,162.9
220000,0.011,168.6
240000,0.012,157.1
260000,0.013,161.4
280000,0.014,171.5
300000,0.015,149.9
320000,0.016,139.0
340000,0.017,141.3
360000,0.018,151.4
380000,0.019,148.5
400000,0.020,139.9
420000,0.021,145.6
440000,0.022,145.6
460000,0.023,147.0
480000,0.024,129.8
500000,0.025,140.5
520000,0.026,147.0
540000,0.027,145.6
560000,0.028,139.9
580000,0.029,145.6
600000,0.030,142.7
620000,0.031,142.7
640000,0.032,144.2
660000,0.033,145.6
680000,0.034,140.5
700000,0.035,129.8
720000,0.036,135.5
740000,0.037,129.8
760000,0.038,131.2
780000,0.039,139.9
800000,0.040,137.0
820000,0.041,135.5
840000,0.042,138.4
860000,0.043,140.5
880000,0.044,114.0
900000,0.045,114.0
920000,0.046,131.2
940000,0.047,122.6
960000,0.048,116.8
980000,0.049,134.1
1000000,0.050,129.8
1020000,0.051,125.5
1040000,0.052,126.6
1060000,0.053,126.9
1080000,0.054,125.5
1100000,0.055,124.0
1120000,0.056,129.8
1140000,0.057,122.6
1160000,0.058,124.0
1180000,0.059,126.9
1200000,0.060,131.2
1220000,0.061,125.0
1240000,0.062,129.8
1260000,0.063,124.0
1280000,0.064,122.6
1300000,0.065,125.5
1320000,0.066,129.8
1340000,0.067,129.8
1360000,0.068,122.6
1380000,0.069,116.8
1400000,0.070,129.7
1420000,0.071,131.2
1440000,0.072,125.5
1460000,0.073,129.8
1480000,0.074,122.6
1500000,0.075,115.4
1520000,0.076,115.4
