FPGA idle power [mW]:,3572.3

Program energy [mJ]:,8.67

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,40.2
20000,0.001,64.7
40000,0.002,70.2
60000,0.003,51.7
80000,0.004,31.6
100000,0.005,43.1
120000,0.006,122.2
140000,0.007,130.8
160000,0.008,138.0
180000,0.009,138.0
200000,0.010,138.0
220000,0.011,133.7
240000,0.012,135.2
260000,0.013,136.6
280000,0.014,138.0
300000,0.015,123.6
320000,0.016,123.6
340000,0.017,132.3
360000,0.018,129.4
380000,0.019,122.2
400000,0.020,126.0
420000,0.021,129.4
440000,0.022,123.6
460000,0.023,123.6
480000,0.024,126.5
500000,0.025,138.0
520000,0.026,139.5
540000,0.027,140.9
560000,0.028,128.0
580000,0.029,143.0
600000,0.030,142.4
620000,0.031,136.6
640000,0.032,143.8
660000,0.033,132.3
680000,0.034,126.5
700000,0.035,128.0
720000,0.036,107.8
740000,0.037,135.2
760000,0.038,136.8
780000,0.039,136.6
800000,0.040,122.2
820000,0.041,136.6
840000,0.042,148.1
860000,0.043,138.0
880000,0.044,120.8
900000,0.045,106.4
920000,0.046,112.1
940000,0.047,118.2
960000,0.048,122.2
980000,0.049,113.6
1000000,0.050,110.7
1020000,0.051,119.3
1040000,0.052,110.7
1060000,0.053,99.2
1080000,0.054,106.4
1100000,0.055,97.8
1120000,0.056,93.4
1140000,0.057,90.6
1160000,0.058,97.8
1180000,0.059,93.4
1200000,0.060,92.0
1220000,0.061,97.8
1240000,0.062,100.6
1260000,0.063,102.1
1280000,0.064,117.9
1300000,0.065,115.1
1320000,0.066,113.6
1340000,0.067,113.6
1360000,0.068,117.9
1380000,0.069,113.6
1400000,0.070,115.0
1420000,0.071,125.1
1440000,0.072,116.5
1460000,0.073,93.4
1480000,0.074,84.1
