FPGA idle power [mW]:,3577.8

Program energy [mJ]:,8.84

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-8.5
20000,0.001,75.0
40000,0.002,86.5
60000,0.003,80.7
80000,0.004,36.1
100000,0.005,26.0
120000,0.006,75.0
140000,0.007,122.5
160000,0.008,138.3
180000,0.009,139.7
200000,0.010,139.7
220000,0.011,141.2
240000,0.012,139.7
260000,0.013,144.0
280000,0.014,131.3
300000,0.015,136.9
320000,0.016,131.1
340000,0.017,128.2
360000,0.018,129.7
380000,0.019,132.5
400000,0.020,128.2
420000,0.021,131.1
440000,0.022,118.1
460000,0.023,123.6
480000,0.024,121.0
500000,0.025,134.0
520000,0.026,139.7
540000,0.027,132.5
560000,0.028,138.3
580000,0.029,139.7
600000,0.030,144.0
620000,0.031,121.0
640000,0.032,142.2
660000,0.033,142.6
680000,0.034,134.0
700000,0.035,126.8
720000,0.036,118.1
740000,0.037,129.7
760000,0.038,135.4
780000,0.039,135.4
800000,0.040,138.3
820000,0.041,128.2
840000,0.042,142.6
860000,0.043,141.2
880000,0.044,135.4
900000,0.045,123.9
920000,0.046,118.1
940000,0.047,116.7
960000,0.048,118.1
980000,0.049,125.3
1000000,0.050,122.0
1020000,0.051,119.6
1040000,0.052,118.1
1060000,0.053,122.5
1080000,0.054,112.4
1100000,0.055,96.6
1120000,0.056,98.0
1140000,0.057,100.9
1160000,0.058,102.3
1180000,0.059,108.1
1200000,0.060,103.8
1220000,0.061,106.6
1240000,0.062,106.6
1260000,0.063,96.6
1280000,0.064,102.3
1300000,0.065,123.9
1320000,0.066,119.6
1340000,0.067,123.9
1360000,0.068,115.8
1380000,0.069,115.3
1400000,0.070,121.0
1420000,0.071,123.9
1440000,0.072,113.8
1460000,0.073,112.4
1480000,0.074,109.5
