FPGA idle power [mW]:,3592.2

Program energy [mJ]:,10.51

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-1.3
20000,0.001,69.2
40000,0.002,86.5
60000,0.003,108.1
80000,0.004,72.1
100000,0.005,45.6
120000,0.006,121.0
140000,0.007,139.7
160000,0.008,121.0
180000,0.009,138.3
200000,0.010,142.6
220000,0.011,138.3
240000,0.012,139.7
260000,0.013,132.5
280000,0.014,143.3
300000,0.015,149.8
320000,0.016,144.0
340000,0.017,109.5
360000,0.018,135.4
380000,0.019,126.8
400000,0.020,131.1
420000,0.021,135.4
440000,0.022,129.6
460000,0.023,129.3
480000,0.024,131.1
500000,0.025,132.5
520000,0.026,139.7
540000,0.027,131.1
560000,0.028,134.0
580000,0.029,139.7
600000,0.030,128.2
620000,0.031,131.1
640000,0.032,138.6
660000,0.033,132.5
680000,0.034,126.8
700000,0.035,126.8
720000,0.036,136.8
740000,0.037,129.6
760000,0.038,134.0
780000,0.039,129.6
800000,0.040,128.2
820000,0.041,134.0
840000,0.042,138.3
860000,0.043,122.5
880000,0.044,132.5
900000,0.045,142.6
920000,0.046,123.9
940000,0.047,110.9
960000,0.048,108.1
980000,0.049,116.7
1000000,0.050,123.1
1020000,0.051,103.7
1040000,0.052,118.1
1060000,0.053,115.3
1080000,0.054,112.4
1100000,0.055,110.9
1120000,0.056,116.7
1140000,0.057,116.7
1160000,0.058,109.5
1180000,0.059,110.7
1200000,0.060,113.8
1220000,0.061,115.3
1240000,0.062,119.6
1260000,0.063,122.5
1280000,0.064,105.2
1300000,0.065,110.9
1320000,0.066,116.7
1340000,0.067,118.1
1360000,0.068,113.8
1380000,0.069,112.4
1400000,0.070,118.1
1420000,0.071,109.5
1440000,0.072,115.3
1460000,0.073,112.4
1480000,0.074,112.4
1500000,0.075,116.7
1520000,0.076,106.6
1540000,0.077,115.4
1560000,0.078,115.3
1580000,0.079,109.5
1600000,0.080,118.1
1620000,0.081,116.7
1640000,0.082,119.6
1660000,0.083,113.8
1680000,0.084,105.2
1700000,0.085,121.0
1720000,0.086,115.4
1740000,0.087,121.0
