FPGA idle power [mW]:,3588.1

Program energy [mJ]:,8.06

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-2.9
20000,0.001,38.8
40000,0.002,37.4
60000,0.003,37.4
80000,0.004,21.5
100000,0.005,20.1
120000,0.006,27.3
140000,0.007,105.0
160000,0.008,116.4
180000,0.009,129.4
200000,0.010,129.4
220000,0.011,130.9
240000,0.012,126.6
260000,0.013,128.0
280000,0.014,135.2
300000,0.015,126.6
320000,0.016,123.7
340000,0.017,117.9
360000,0.018,123.7
380000,0.019,128.0
400000,0.020,122.2
420000,0.021,119.4
440000,0.022,125.1
460000,0.023,120.8
480000,0.024,117.9
500000,0.025,117.9
520000,0.026,128.8
540000,0.027,126.6
560000,0.028,129.4
580000,0.029,132.3
600000,0.030,128.0
620000,0.031,136.6
640000,0.032,132.3
660000,0.033,125.1
680000,0.034,122.2
700000,0.035,116.4
720000,0.036,110.7
740000,0.037,122.2
760000,0.038,122.2
780000,0.039,122.2
800000,0.040,122.2
820000,0.041,119.4
840000,0.042,138.1
860000,0.043,132.3
880000,0.044,116.4
900000,0.045,106.4
920000,0.046,119.4
940000,0.047,116.5
960000,0.048,102.1
980000,0.049,107.8
1000000,0.050,113.6
1020000,0.051,116.5
1040000,0.052,112.2
1060000,0.053,110.2
1080000,0.054,93.5
1100000,0.055,106.4
1120000,0.056,99.2
1140000,0.057,93.5
1160000,0.058,94.9
1180000,0.059,99.2
1200000,0.060,107.8
1220000,0.061,94.9
1240000,0.062,100.9
1260000,0.063,100.7
1280000,0.064,112.2
1300000,0.065,112.2
1320000,0.066,106.4
1340000,0.067,113.6
1360000,0.068,109.3
1380000,0.069,105.0
1400000,0.070,112.2
1420000,0.071,105.5
1440000,0.072,105.0
1460000,0.073,105.0
1480000,0.074,73.3
