FPGA idle power [mW]:,3597.2

Program energy [mJ]:,9.85

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,32.6
20000,0.001,85.8
40000,0.002,87.2
60000,0.003,87.2
80000,0.004,36.9
100000,0.005,38.3
120000,0.006,104.2
140000,0.007,100.2
160000,0.008,117.5
180000,0.009,117.5
200000,0.010,114.6
220000,0.011,111.7
240000,0.012,117.5
260000,0.013,117.5
280000,0.014,116.0
300000,0.015,118.1
320000,0.016,116.0
340000,0.017,121.8
360000,0.018,124.6
380000,0.019,121.8
400000,0.020,120.3
420000,0.021,120.3
440000,0.022,118.9
460000,0.023,116.0
480000,0.024,118.1
500000,0.025,116.0
520000,0.026,117.5
540000,0.027,120.3
560000,0.028,117.5
580000,0.029,116.0
600000,0.030,113.1
620000,0.031,120.3
640000,0.032,118.9
660000,0.033,122.8
680000,0.034,126.1
700000,0.035,123.2
720000,0.036,114.6
740000,0.037,98.7
760000,0.038,111.7
780000,0.039,107.4
800000,0.040,105.9
820000,0.041,105.9
840000,0.042,105.7
860000,0.043,108.8
880000,0.044,101.6
900000,0.045,105.9
920000,0.046,104.5
940000,0.047,97.3
960000,0.048,116.0
980000,0.049,101.6
1000000,0.050,117.5
1020000,0.051,111.9
1040000,0.052,110.3
1060000,0.053,113.1
1080000,0.054,103.1
1100000,0.055,114.6
1120000,0.056,101.6
1140000,0.057,84.4
1160000,0.058,101.6
1180000,0.059,100.2
1200000,0.060,93.3
1220000,0.061,101.6
1240000,0.062,94.4
1260000,0.063,93.0
1280000,0.064,93.0
1300000,0.065,91.6
1320000,0.066,95.9
1340000,0.067,94.4
1360000,0.068,101.6
1380000,0.069,94.9
1400000,0.070,95.9
1420000,0.071,91.6
1440000,0.072,93.0
1460000,0.073,100.2
1480000,0.074,95.9
1500000,0.075,100.2
1520000,0.076,100.2
1540000,0.077,103.1
1560000,0.078,98.0
1580000,0.079,101.6
1600000,0.080,100.2
1620000,0.081,98.7
1640000,0.082,94.4
1660000,0.083,98.7
1680000,0.084,95.9
1700000,0.085,100.2
1720000,0.086,94.4
1740000,0.087,101.1
1760000,0.088,101.6
1780000,0.089,97.3
1800000,0.090,103.1
1820000,0.091,90.1
1840000,0.092,103.1
1860000,0.093,100.2
1880000,0.094,100.2
