FPGA idle power [mW]:,3592.3

Program energy [mJ]:,9.67

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-4.3
20000,0.001,79.2
40000,0.002,95.0
60000,0.003,80.6
80000,0.004,66.2
100000,0.005,30.1
120000,0.006,80.6
140000,0.007,113.7
160000,0.008,122.4
180000,0.009,129.5
200000,0.010,118.0
220000,0.011,129.5
240000,0.012,128.1
260000,0.013,126.7
280000,0.014,129.2
300000,0.015,125.2
320000,0.016,118.0
340000,0.017,126.7
360000,0.018,123.8
380000,0.019,120.9
400000,0.020,118.0
420000,0.021,123.8
440000,0.022,118.0
460000,0.023,121.5
480000,0.024,118.0
500000,0.025,120.9
520000,0.026,126.7
540000,0.027,125.2
560000,0.028,119.5
580000,0.029,126.7
600000,0.030,122.4
620000,0.031,131.0
640000,0.032,123.0
660000,0.033,131.0
680000,0.034,125.2
700000,0.035,129.5
720000,0.036,138.2
740000,0.037,129.5
760000,0.038,143.9
780000,0.039,142.5
800000,0.040,122.4
820000,0.041,138.5
840000,0.042,138.2
860000,0.043,139.6
880000,0.044,118.0
900000,0.045,97.9
920000,0.046,97.9
940000,0.047,102.2
960000,0.048,96.5
980000,0.049,102.2
1000000,0.050,96.7
1020000,0.051,95.0
1040000,0.052,106.5
1060000,0.053,106.5
1080000,0.054,105.1
1100000,0.055,109.4
1120000,0.056,103.6
1140000,0.057,113.7
1160000,0.058,112.3
1180000,0.059,109.1
1200000,0.060,106.5
1220000,0.061,100.8
1240000,0.062,112.3
1260000,0.063,87.8
1280000,0.064,87.8
1300000,0.065,105.1
1320000,0.066,106.5
1340000,0.067,95.0
1360000,0.068,96.7
1380000,0.069,100.8
1400000,0.070,106.5
1420000,0.071,105.1
1440000,0.072,89.3
1460000,0.073,106.5
1480000,0.074,100.8
1500000,0.075,109.4
1520000,0.076,105.1
1540000,0.077,106.0
1560000,0.078,108.0
1580000,0.079,113.7
1600000,0.080,106.5
1620000,0.081,103.6
1640000,0.082,109.4
1660000,0.083,118.0
1680000,0.084,108.0
1700000,0.085,92.1
1720000,0.086,101.3
1740000,0.087,95.0
