FPGA idle power [mW]:,3586.8

Program energy [mJ]:,9.59

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,28.6
20000,0.001,83.3
40000,0.002,83.3
60000,0.003,74.6
80000,0.004,35.6
100000,0.005,28.6
120000,0.006,107.7
140000,0.007,89.0
160000,0.008,119.2
180000,0.009,122.1
200000,0.010,122.1
220000,0.011,113.5
240000,0.012,126.4
260000,0.013,114.6
280000,0.014,114.9
300000,0.015,117.8
320000,0.016,122.1
340000,0.017,119.2
360000,0.018,117.8
380000,0.019,122.1
400000,0.020,117.8
420000,0.021,104.8
440000,0.022,122.3
460000,0.023,113.5
480000,0.024,114.9
500000,0.025,104.8
520000,0.026,122.1
540000,0.027,119.2
560000,0.028,112.0
580000,0.029,119.2
600000,0.030,122.1
620000,0.031,119.2
640000,0.032,117.8
660000,0.033,117.8
680000,0.034,117.8
700000,0.035,106.3
720000,0.036,112.0
740000,0.037,100.5
760000,0.038,99.1
780000,0.039,107.7
800000,0.040,105.3
820000,0.041,100.5
840000,0.042,107.7
860000,0.043,112.0
880000,0.044,103.4
900000,0.045,94.8
920000,0.046,110.6
940000,0.047,103.4
960000,0.048,116.3
980000,0.049,109.9
1000000,0.050,107.7
1020000,0.051,110.6
1040000,0.052,106.3
1060000,0.053,114.9
1080000,0.054,109.1
1100000,0.055,114.9
1120000,0.056,102.0
1140000,0.057,94.8
1160000,0.058,94.4
1180000,0.059,90.4
1200000,0.060,94.8
1220000,0.061,89.0
1240000,0.062,89.0
1260000,0.063,89.0
1280000,0.064,97.6
1300000,0.065,96.2
1320000,0.066,91.9
1340000,0.067,94.4
1360000,0.068,96.2
1380000,0.069,87.6
1400000,0.070,87.6
1420000,0.071,97.6
1440000,0.072,93.3
1460000,0.073,96.2
1480000,0.074,90.4
1500000,0.075,94.8
1520000,0.076,97.5
1540000,0.077,96.2
1560000,0.078,84.7
1580000,0.079,100.5
1600000,0.080,100.5
1620000,0.081,89.0
1640000,0.082,84.7
1660000,0.083,96.2
1680000,0.084,97.6
1700000,0.085,102.2
1720000,0.086,83.3
1740000,0.087,100.5
1760000,0.088,97.6
1780000,0.089,97.6
1800000,0.090,84.7
1820000,0.091,87.6
1840000,0.092,93.3
1860000,0.093,93.3
1880000,0.094,82.0
