FPGA idle power [mW]:,3582.2

Program energy [mJ]:,9.70

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,8.7
20000,0.001,46.1
40000,0.002,51.9
60000,0.003,38.9
80000,0.004,30.3
100000,0.005,18.5
120000,0.006,108.0
140000,0.007,110.9
160000,0.008,131.0
180000,0.009,139.6
200000,0.010,128.1
220000,0.011,125.3
240000,0.012,136.8
260000,0.013,135.3
280000,0.014,125.4
300000,0.015,133.9
320000,0.016,136.8
340000,0.017,122.4
360000,0.018,125.3
380000,0.019,116.6
400000,0.020,126.7
420000,0.021,126.7
440000,0.022,120.9
460000,0.023,117.6
480000,0.024,122.4
500000,0.025,123.8
520000,0.026,129.6
540000,0.027,112.3
560000,0.028,123.8
580000,0.029,131.0
600000,0.030,131.0
620000,0.031,122.4
640000,0.032,130.0
660000,0.033,132.5
680000,0.034,135.3
700000,0.035,128.1
720000,0.036,142.5
740000,0.037,139.6
760000,0.038,136.8
780000,0.039,133.9
800000,0.040,141.1
820000,0.041,131.6
840000,0.042,126.7
860000,0.043,113.7
880000,0.044,102.2
900000,0.045,95.0
920000,0.046,102.2
940000,0.047,105.1
960000,0.048,99.4
980000,0.049,97.9
1000000,0.050,100.6
1020000,0.051,89.3
1040000,0.052,110.9
1060000,0.053,120.9
1080000,0.054,113.7
1100000,0.055,103.7
1120000,0.056,115.2
1140000,0.057,115.2
1160000,0.058,109.4
1180000,0.059,109.9
1200000,0.060,113.7
1220000,0.061,118.1
1240000,0.062,108.0
1260000,0.063,108.0
1280000,0.064,100.8
1300000,0.065,92.2
1320000,0.066,97.9
1340000,0.067,93.6
1360000,0.068,97.5
1380000,0.069,105.1
1400000,0.070,103.7
1420000,0.071,92.2
1440000,0.072,97.9
1460000,0.073,102.2
1480000,0.074,95.0
1500000,0.075,105.1
1520000,0.076,115.2
1540000,0.077,119.2
1560000,0.078,115.2
1580000,0.079,106.6
1600000,0.080,113.7
1620000,0.081,112.3
1640000,0.082,113.7
1660000,0.083,103.7
1680000,0.084,116.6
1700000,0.085,112.3
1720000,0.086,94.4
1740000,0.087,105.1
