FPGA idle power [mW]:,3573.3

Program energy [mJ]:,9.12

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,1.8
20000,0.001,40.6
40000,0.002,29.1
60000,0.003,42.1
80000,0.004,24.3
100000,0.005,11.9
120000,0.006,95.3
140000,0.007,114.0
160000,0.008,122.6
180000,0.009,125.5
200000,0.010,129.8
220000,0.011,127.0
240000,0.012,127.0
260000,0.013,129.6
280000,0.014,131.3
300000,0.015,129.8
320000,0.016,131.3
340000,0.017,121.2
360000,0.018,114.0
380000,0.019,112.6
400000,0.020,115.5
420000,0.021,115.5
440000,0.022,120.3
460000,0.023,111.1
480000,0.024,118.3
500000,0.025,119.8
520000,0.026,116.9
540000,0.027,124.1
560000,0.028,111.1
580000,0.029,116.9
600000,0.030,131.3
620000,0.031,128.1
640000,0.032,128.4
660000,0.033,134.2
680000,0.034,129.8
700000,0.035,129.8
720000,0.036,134.2
740000,0.037,139.9
760000,0.038,132.7
780000,0.039,135.6
800000,0.040,137.4
820000,0.041,134.2
840000,0.042,132.7
860000,0.043,103.9
880000,0.044,76.6
900000,0.045,78.0
920000,0.046,88.1
940000,0.047,96.8
960000,0.048,89.6
980000,0.049,84.7
1000000,0.050,80.9
1020000,0.051,92.4
1040000,0.052,86.7
1060000,0.053,88.1
1080000,0.054,101.1
1100000,0.055,109.7
1120000,0.056,109.7
1140000,0.057,93.9
1160000,0.058,101.7
1180000,0.059,106.8
1200000,0.060,108.3
1220000,0.061,95.3
1240000,0.062,108.3
1260000,0.063,95.3
1280000,0.064,91.0
1300000,0.065,86.7
1320000,0.066,93.9
1340000,0.067,86.2
1360000,0.068,96.8
1380000,0.069,73.7
1400000,0.070,76.6
1420000,0.071,96.8
1440000,0.072,89.6
1460000,0.073,88.1
1480000,0.074,83.8
1500000,0.075,102.5
1520000,0.076,109.5
1540000,0.077,93.9
1560000,0.078,111.1
1580000,0.079,111.1
1600000,0.080,105.4
1620000,0.081,101.1
1640000,0.082,106.8
1660000,0.083,103.9
1680000,0.084,102.5
1700000,0.085,95.5
1720000,0.086,95.3
1740000,0.087,85.2
1760000,0.088,79.5
