FPGA idle power [mW]:,3581.9

Program energy [mJ]:,8.01

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,3.3
20000,0.001,32.7
40000,0.002,26.3
60000,0.003,26.3
80000,0.004,7.6
100000,0.005,13.3
120000,0.006,27.7
140000,0.007,92.5
160000,0.008,104.0
180000,0.009,119.8
200000,0.010,114.8
220000,0.011,106.9
240000,0.012,116.9
260000,0.013,119.8
280000,0.014,116.9
300000,0.015,116.9
320000,0.016,111.2
340000,0.017,108.3
360000,0.018,99.7
380000,0.019,108.6
400000,0.020,114.0
420000,0.021,99.7
440000,0.022,109.7
460000,0.023,112.6
480000,0.024,98.2
500000,0.025,111.2
520000,0.026,116.9
540000,0.027,101.1
560000,0.028,107.1
580000,0.029,119.8
600000,0.030,119.8
620000,0.031,111.2
640000,0.032,122.7
660000,0.033,128.4
680000,0.034,112.6
700000,0.035,106.9
720000,0.036,125.6
740000,0.037,128.8
760000,0.038,137.1
780000,0.039,135.6
800000,0.040,118.4
820000,0.041,125.6
840000,0.042,132.8
860000,0.043,108.3
880000,0.044,105.4
900000,0.045,70.9
920000,0.046,86.9
940000,0.047,82.4
960000,0.048,76.6
980000,0.049,76.6
1000000,0.050,83.8
1020000,0.051,68.0
1040000,0.052,93.9
1060000,0.053,96.8
1080000,0.054,96.8
1100000,0.055,94.7
1120000,0.056,88.2
1140000,0.057,96.8
1160000,0.058,88.2
1180000,0.059,93.9
1200000,0.060,92.5
1220000,0.061,98.2
1240000,0.062,81.0
1260000,0.063,89.6
1280000,0.064,77.6
1300000,0.065,78.1
1320000,0.066,75.2
1340000,0.067,75.2
1360000,0.068,69.4
1380000,0.069,78.1
1400000,0.070,79.5
1420000,0.071,70.9
1440000,0.072,65.1
1460000,0.073,68.3
1480000,0.074,82.4
1500000,0.075,91.0
1520000,0.076,76.6
1540000,0.077,95.3
1560000,0.078,102.5
1580000,0.079,91.0
1600000,0.080,88.2
1620000,0.081,86.7
1640000,0.082,96.2
1660000,0.083,93.9
1680000,0.084,72.3
1700000,0.085,83.8
1720000,0.086,79.5
