FPGA idle power [mW]:,3592.5

Program energy [mJ]:,10.26

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-0.1
20000,0.001,44.5
40000,0.002,53.1
60000,0.003,91.8
80000,0.004,71.8
100000,0.005,34.4
120000,0.006,113.5
140000,0.007,125.0
160000,0.008,123.6
180000,0.009,119.3
200000,0.010,113.5
220000,0.011,123.6
240000,0.012,122.8
260000,0.013,117.8
280000,0.014,120.7
300000,0.015,125.0
320000,0.016,123.6
340000,0.017,120.7
360000,0.018,119.3
380000,0.019,116.4
400000,0.020,122.2
420000,0.021,125.9
440000,0.022,120.7
460000,0.023,116.4
480000,0.024,120.7
500000,0.025,122.2
520000,0.026,120.7
540000,0.027,117.8
560000,0.028,113.5
580000,0.029,130.8
600000,0.030,122.8
620000,0.031,130.8
640000,0.032,132.2
660000,0.033,125.0
680000,0.034,130.8
700000,0.035,130.8
720000,0.036,127.9
740000,0.037,125.0
760000,0.038,122.2
780000,0.039,135.2
800000,0.040,127.9
820000,0.041,119.3
840000,0.042,127.9
860000,0.043,133.7
880000,0.044,132.2
900000,0.045,129.3
920000,0.046,130.8
940000,0.047,129.3
960000,0.048,130.6
980000,0.049,129.3
1000000,0.050,126.5
1020000,0.051,122.2
1040000,0.052,126.5
1060000,0.053,126.5
1080000,0.054,122.2
1100000,0.055,132.2
1120000,0.056,132.2
1140000,0.057,110.4
1160000,0.058,102.0
1180000,0.059,112.1
1200000,0.060,107.8
1220000,0.061,110.6
1240000,0.062,103.4
1260000,0.063,110.6
1280000,0.064,113.5
1300000,0.065,110.6
1320000,0.066,101.1
1340000,0.067,109.2
1360000,0.068,110.6
1380000,0.069,110.6
1400000,0.070,102.0
1420000,0.071,113.5
1440000,0.072,109.2
1460000,0.073,115.0
1480000,0.074,115.0
1500000,0.075,104.2
1520000,0.076,109.2
1540000,0.077,115.0
1560000,0.078,106.3
1580000,0.079,99.1
1600000,0.080,112.1
1620000,0.081,115.0
1640000,0.082,104.9
1660000,0.083,107.8
1680000,0.084,112.0
1700000,0.085,113.5
1720000,0.086,106.3
1740000,0.087,115.0
1760000,0.088,117.8
1780000,0.089,102.0
