FPGA idle power [mW]:,3589.7

Program energy [mJ]:,8.96

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,1.2
20000,0.001,58.8
40000,0.002,60.2
60000,0.003,57.3
80000,0.004,50.1
100000,0.005,23.4
120000,0.006,66.0
140000,0.007,117.8
160000,0.008,135.0
180000,0.009,137.9
200000,0.010,139.3
220000,0.011,136.5
240000,0.012,142.2
260000,0.013,135.0
280000,0.014,136.5
300000,0.015,136.5
320000,0.016,113.4
340000,0.017,127.8
360000,0.018,132.1
380000,0.019,126.4
400000,0.020,120.6
420000,0.021,127.8
440000,0.022,127.8
460000,0.023,127.2
480000,0.024,123.5
500000,0.025,127.8
520000,0.026,140.8
540000,0.027,137.9
560000,0.028,137.9
580000,0.029,132.1
600000,0.030,139.3
620000,0.031,136.5
640000,0.032,139.6
660000,0.033,129.3
680000,0.034,143.7
700000,0.035,126.4
720000,0.036,125.0
740000,0.037,122.1
760000,0.038,127.8
780000,0.039,129.3
800000,0.040,125.0
820000,0.041,131.8
840000,0.042,142.2
860000,0.043,143.7
880000,0.044,116.3
900000,0.045,104.8
920000,0.046,113.4
940000,0.047,122.1
960000,0.048,120.6
980000,0.049,107.7
1000000,0.050,116.3
1020000,0.051,120.6
1040000,0.052,125.0
1060000,0.053,117.8
1080000,0.054,122.1
1100000,0.055,114.9
1120000,0.056,112.0
1140000,0.057,96.2
1160000,0.058,104.8
1180000,0.059,110.1
1200000,0.060,107.7
1220000,0.061,106.2
1240000,0.062,106.2
1260000,0.063,104.8
1280000,0.064,110.6
1300000,0.065,113.4
1320000,0.066,117.8
1340000,0.067,122.1
1360000,0.068,119.4
1380000,0.069,117.8
1400000,0.070,117.8
1420000,0.071,116.3
1440000,0.072,123.5
1460000,0.073,120.6
1480000,0.074,116.3
1500000,0.075,116.3
1520000,0.076,100.5
