FPGA idle power [mW]:,3568.9

Program energy [mJ]:,8.96

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,23.5
20000,0.001,35.0
40000,0.002,72.0
60000,0.003,76.7
80000,0.004,22.0
100000,0.005,78.1
120000,0.006,127.0
140000,0.007,131.4
160000,0.008,137.1
180000,0.009,141.4
200000,0.010,145.8
220000,0.011,148.0
240000,0.012,134.2
260000,0.013,148.6
280000,0.014,152.9
300000,0.015,138.6
320000,0.016,102.6
340000,0.017,124.2
360000,0.018,102.6
380000,0.019,112.7
400000,0.020,123.2
420000,0.021,124.2
440000,0.022,111.2
460000,0.023,121.3
480000,0.024,117.0
500000,0.025,125.6
520000,0.026,114.1
540000,0.027,121.3
560000,0.028,137.1
580000,0.029,129.4
600000,0.030,127.0
620000,0.031,128.5
640000,0.032,131.4
660000,0.033,132.8
680000,0.034,121.3
700000,0.035,134.2
720000,0.036,119.9
740000,0.037,135.7
760000,0.038,130.9
780000,0.039,112.7
800000,0.040,115.5
820000,0.041,122.7
840000,0.042,112.7
860000,0.043,112.7
880000,0.044,104.0
900000,0.045,86.8
920000,0.046,76.7
940000,0.047,81.3
960000,0.048,83.9
980000,0.049,81.0
1000000,0.050,91.1
1020000,0.051,94.0
1040000,0.052,105.5
1060000,0.053,101.2
1080000,0.054,101.2
1100000,0.055,102.6
1120000,0.056,115.4
1140000,0.057,105.5
1160000,0.058,104.0
1180000,0.059,86.8
1200000,0.060,104.0
1220000,0.061,95.4
1240000,0.062,85.3
1260000,0.063,78.1
1280000,0.064,79.6
1300000,0.065,76.7
1320000,0.066,86.8
1340000,0.067,73.8
1360000,0.068,83.9
1380000,0.069,95.4
1400000,0.070,86.8
1420000,0.071,79.6
1440000,0.072,101.2
1460000,0.073,98.3
1480000,0.074,112.3
1500000,0.075,111.2
1520000,0.076,99.7
1540000,0.077,96.8
1560000,0.078,109.8
1580000,0.079,109.8
1600000,0.080,91.1
1620000,0.081,102.6
1640000,0.082,101.2
1660000,0.083,75.1
1680000,0.084,86.8
