FPGA idle power [mW]:,3587.0

Program energy [mJ]:,10.45

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,22.6
20000,0.001,64.3
40000,0.002,104.6
60000,0.003,108.9
80000,0.004,45.6
100000,0.005,85.9
120000,0.006,142.3
140000,0.007,143.5
160000,0.008,149.2
180000,0.009,166.5
200000,0.010,162.2
220000,0.011,157.9
240000,0.012,160.7
260000,0.013,169.4
280000,0.014,169.4
300000,0.015,143.8
320000,0.016,120.5
340000,0.017,139.2
360000,0.018,142.0
380000,0.019,136.3
400000,0.020,132.0
420000,0.021,133.4
440000,0.022,132.0
460000,0.023,134.8
480000,0.024,142.3
500000,0.025,140.6
520000,0.026,132.0
540000,0.027,150.7
560000,0.028,146.4
580000,0.029,149.2
600000,0.030,144.9
620000,0.031,144.9
640000,0.032,147.8
660000,0.033,153.1
680000,0.034,147.8
700000,0.035,143.5
720000,0.036,136.3
740000,0.037,132.0
760000,0.038,139.2
780000,0.039,130.5
800000,0.040,134.8
820000,0.041,136.3
840000,0.042,140.7
860000,0.043,134.8
880000,0.044,126.2
900000,0.045,113.3
920000,0.046,123.3
940000,0.047,117.6
960000,0.048,129.1
980000,0.049,123.3
1000000,0.050,134.8
1020000,0.051,129.9
1040000,0.052,116.1
1060000,0.053,126.2
1080000,0.054,130.5
1100000,0.055,132.0
1120000,0.056,123.3
1140000,0.057,123.3
1160000,0.058,114.7
1180000,0.059,110.4
1200000,0.060,111.3
1220000,0.061,120.5
1240000,0.062,116.1
1260000,0.063,117.6
1280000,0.064,120.5
1300000,0.065,114.7
1320000,0.066,116.1
1340000,0.067,121.9
1360000,0.068,123.3
1380000,0.069,128.3
1400000,0.070,129.1
1420000,0.071,130.5
1440000,0.072,120.5
1460000,0.073,133.4
1480000,0.074,136.3
1500000,0.075,129.1
1520000,0.076,127.7
1540000,0.077,129.1
1560000,0.078,123.7
1580000,0.079,120.5
1600000,0.080,107.5
