FPGA idle power [mW]:,3585.1

Program energy [mJ]:,8.84

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,5.8
20000,0.001,27.4
40000,0.002,21.7
60000,0.003,26.0
80000,0.004,34.6
100000,0.005,17.3
120000,0.006,97.9
140000,0.007,136.7
160000,0.008,141.1
180000,0.009,145.4
200000,0.010,151.1
220000,0.011,152.6
240000,0.012,142.5
260000,0.013,155.4
280000,0.014,154.0
300000,0.015,145.4
320000,0.016,131.0
340000,0.017,134.9
360000,0.018,138.2
380000,0.019,135.3
400000,0.020,131.0
420000,0.021,139.6
440000,0.022,141.1
460000,0.023,136.7
480000,0.024,136.7
500000,0.025,133.9
520000,0.026,138.0
540000,0.027,136.7
560000,0.028,128.1
580000,0.029,139.6
600000,0.030,139.6
620000,0.031,141.1
640000,0.032,138.2
660000,0.033,143.9
680000,0.034,133.9
700000,0.035,127.1
720000,0.036,122.4
740000,0.037,133.9
760000,0.038,135.3
780000,0.039,126.7
800000,0.040,126.7
820000,0.041,125.2
840000,0.042,133.9
860000,0.043,123.8
880000,0.044,93.0
900000,0.045,116.6
920000,0.046,122.4
940000,0.047,118.0
960000,0.048,112.3
980000,0.049,119.5
1000000,0.050,118.0
1020000,0.051,112.3
1040000,0.052,113.7
1060000,0.053,116.3
1080000,0.054,116.6
1100000,0.055,122.4
1120000,0.056,112.3
1140000,0.057,110.8
1160000,0.058,113.7
1180000,0.059,118.0
1200000,0.060,120.9
1220000,0.061,105.1
1240000,0.062,111.6
1260000,0.063,122.4
1280000,0.064,116.6
1300000,0.065,115.2
1320000,0.066,119.5
1340000,0.067,113.7
1360000,0.068,115.2
1380000,0.069,109.4
1400000,0.070,123.8
1420000,0.071,117.8
1440000,0.072,109.4
1460000,0.073,103.7
1480000,0.074,87.8
