FPGA idle power [mW]:,3577.1

Program energy [mJ]:,9.05

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,15.3
20000,0.001,36.8
40000,0.002,35.4
60000,0.003,26.8
80000,0.004,10.9
100000,0.005,10.9
120000,0.006,85.5
140000,0.007,77.1
160000,0.008,110.2
180000,0.009,110.2
200000,0.010,117.4
220000,0.011,118.8
240000,0.012,111.7
260000,0.013,114.5
280000,0.014,118.8
300000,0.015,116.5
320000,0.016,108.8
340000,0.017,111.7
360000,0.018,111.7
380000,0.019,117.4
400000,0.020,114.5
420000,0.021,113.1
440000,0.022,108.8
460000,0.023,123.2
480000,0.024,119.6
500000,0.025,108.8
520000,0.026,113.1
540000,0.027,120.3
560000,0.028,123.2
580000,0.029,111.7
600000,0.030,116.0
620000,0.031,121.7
640000,0.032,120.3
660000,0.033,105.7
680000,0.034,118.8
700000,0.035,107.3
720000,0.036,107.3
740000,0.037,108.8
760000,0.038,110.2
780000,0.039,113.1
800000,0.040,114.5
820000,0.041,103.0
840000,0.042,108.8
860000,0.043,95.8
880000,0.044,93.0
900000,0.045,104.5
920000,0.046,101.6
940000,0.047,100.1
960000,0.048,94.4
980000,0.049,100.1
1000000,0.050,100.1
1020000,0.051,108.8
1040000,0.052,108.8
1060000,0.053,98.7
1080000,0.054,105.9
1100000,0.055,88.6
1120000,0.056,81.4
1140000,0.057,71.4
1160000,0.058,90.1
1180000,0.059,94.4
1200000,0.060,77.8
1220000,0.061,85.8
1240000,0.062,87.2
1260000,0.063,90.1
1280000,0.064,88.6
1300000,0.065,77.1
1320000,0.066,100.1
1340000,0.067,95.8
1360000,0.068,82.9
1380000,0.069,85.5
1400000,0.070,84.3
1420000,0.071,87.2
1440000,0.072,95.8
1460000,0.073,78.6
1480000,0.074,84.3
1500000,0.075,95.8
1520000,0.076,95.8
1540000,0.077,84.3
1560000,0.078,87.1
1580000,0.079,88.6
1600000,0.080,87.2
1620000,0.081,82.9
1640000,0.082,85.8
1660000,0.083,91.5
1680000,0.084,91.5
1700000,0.085,85.8
1720000,0.086,78.6
1740000,0.087,85.5
1760000,0.088,84.3
1780000,0.089,85.8
1800000,0.090,90.1
1820000,0.091,85.8
1840000,0.092,78.6
1860000,0.093,84.3
1880000,0.094,94.4
1900000,0.095,84.3
