FPGA idle power [mW]:,3573.8

Program energy [mJ]:,8.30

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,12.8
20000,0.001,45.9
40000,0.002,48.8
60000,0.003,37.3
80000,0.004,35.8
100000,0.005,20.0
120000,0.006,110.5
140000,0.007,116.4
160000,0.008,135.1
180000,0.009,123.6
200000,0.010,143.7
220000,0.011,136.5
240000,0.012,129.3
260000,0.013,133.7
280000,0.014,132.2
300000,0.015,127.6
320000,0.016,125.0
340000,0.017,116.4
360000,0.018,120.7
380000,0.019,117.8
400000,0.020,122.1
420000,0.021,126.5
440000,0.022,129.3
460000,0.023,122.1
480000,0.024,127.6
500000,0.025,133.7
520000,0.026,129.3
540000,0.027,130.8
560000,0.028,136.5
580000,0.029,133.7
600000,0.030,127.9
620000,0.031,130.8
640000,0.032,136.5
660000,0.033,129.1
680000,0.034,123.6
700000,0.035,120.7
720000,0.036,106.3
740000,0.037,132.2
760000,0.038,130.8
780000,0.039,136.5
800000,0.040,122.1
820000,0.041,132.2
840000,0.042,135.3
860000,0.043,142.3
880000,0.044,125.0
900000,0.045,117.8
920000,0.046,104.9
940000,0.047,109.2
960000,0.048,112.1
980000,0.049,107.8
1000000,0.050,96.3
1020000,0.051,115.2
1040000,0.052,116.4
1060000,0.053,110.6
1080000,0.054,94.8
1100000,0.055,93.4
1120000,0.056,94.8
1140000,0.057,99.1
1160000,0.058,93.4
1180000,0.059,99.1
1200000,0.060,96.6
1220000,0.061,89.1
1240000,0.062,84.7
1260000,0.063,90.5
1280000,0.064,113.5
1300000,0.065,113.5
1320000,0.066,109.2
1340000,0.067,107.8
1360000,0.068,115.0
1380000,0.069,121.4
1400000,0.070,102.0
1420000,0.071,106.3
1440000,0.072,117.8
1460000,0.073,96.3
1480000,0.074,79.0
