FPGA idle power [mW]:,3591.0

Program energy [mJ]:,9.69

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,30.1
20000,0.001,51.7
40000,0.002,63.2
60000,0.003,51.7
80000,0.004,21.5
100000,0.005,57.5
120000,0.006,122.2
140000,0.007,115.0
160000,0.008,132.1
180000,0.009,132.3
200000,0.010,129.4
220000,0.011,129.4
240000,0.012,128.0
260000,0.013,129.4
280000,0.014,135.2
300000,0.015,128.0
320000,0.016,128.0
340000,0.017,125.9
360000,0.018,128.0
380000,0.019,125.1
400000,0.020,125.1
420000,0.021,123.7
440000,0.022,133.7
460000,0.023,130.8
480000,0.024,126.5
500000,0.025,125.1
520000,0.026,130.5
540000,0.027,133.7
560000,0.028,123.7
580000,0.029,135.2
600000,0.030,132.3
620000,0.031,123.7
640000,0.032,126.5
660000,0.033,135.2
680000,0.034,125.1
700000,0.035,144.5
720000,0.036,136.6
740000,0.037,140.9
760000,0.038,126.5
780000,0.039,138.0
800000,0.040,135.2
820000,0.041,132.3
840000,0.042,119.3
860000,0.043,106.4
880000,0.044,91.8
900000,0.045,96.3
920000,0.046,109.3
940000,0.047,106.4
960000,0.048,96.3
980000,0.049,104.9
1000000,0.050,106.4
1020000,0.051,112.1
1040000,0.052,109.3
1060000,0.053,113.5
1080000,0.054,119.3
1100000,0.055,112.1
1120000,0.056,113.6
1140000,0.057,107.8
1160000,0.058,110.7
1180000,0.059,109.3
1200000,0.060,104.9
1220000,0.061,110.7
1240000,0.062,107.3
1260000,0.063,117.9
1280000,0.064,115.0
1300000,0.065,113.6
1320000,0.066,117.9
1340000,0.067,116.5
1360000,0.068,102.1
1380000,0.069,113.6
1400000,0.070,119.3
1420000,0.071,115.0
1440000,0.072,109.3
1460000,0.073,119.3
1480000,0.074,119.3
1500000,0.075,117.9
1520000,0.076,110.7
1540000,0.077,117.9
1560000,0.078,116.5
1580000,0.079,110.7
1600000,0.080,110.4
1620000,0.081,113.6
1640000,0.082,107.8
1660000,0.083,96.3
1680000,0.084,94.9
