FPGA idle power [mW]:,3580.5

Program energy [mJ]:,8.70

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-6.8
20000,0.001,37.8
40000,0.002,29.1
60000,0.003,37.8
80000,0.004,36.3
100000,0.005,21.9
120000,0.006,72.8
140000,0.007,115.4
160000,0.008,137.0
180000,0.009,135.6
200000,0.010,134.2
220000,0.011,129.8
240000,0.012,139.9
260000,0.013,144.2
280000,0.014,132.7
300000,0.015,134.8
320000,0.016,121.2
340000,0.017,127.0
360000,0.018,125.5
380000,0.019,125.5
400000,0.020,128.4
420000,0.021,124.1
440000,0.022,127.0
460000,0.023,124.1
480000,0.024,114.7
500000,0.025,124.1
520000,0.026,139.9
540000,0.027,134.2
560000,0.028,132.7
580000,0.029,134.2
600000,0.030,139.9
620000,0.031,135.6
640000,0.032,144.2
660000,0.033,142.6
680000,0.034,128.4
700000,0.035,115.4
720000,0.036,131.3
740000,0.037,134.2
760000,0.038,128.4
780000,0.039,135.6
800000,0.040,131.3
820000,0.041,135.6
840000,0.042,151.9
860000,0.043,129.8
880000,0.044,118.3
900000,0.045,105.4
920000,0.046,116.9
940000,0.047,121.2
960000,0.048,111.1
980000,0.049,119.8
1000000,0.050,121.2
1020000,0.051,114.7
1040000,0.052,112.6
1060000,0.053,124.1
1080000,0.054,122.6
1100000,0.055,99.6
1120000,0.056,106.8
1140000,0.057,108.3
1160000,0.058,101.1
1180000,0.059,105.4
1200000,0.060,96.1
1220000,0.061,108.3
1240000,0.062,106.8
1260000,0.063,103.9
1280000,0.064,101.1
1300000,0.065,108.3
1320000,0.066,119.8
1340000,0.067,118.3
1360000,0.068,106.8
1380000,0.069,119.3
1400000,0.070,121.2
1420000,0.071,124.1
1440000,0.072,115.4
1460000,0.073,119.8
1480000,0.074,115.4
1500000,0.075,109.7
