FPGA idle power [mW]:,3546.8

Program energy [mJ]:,8.26

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,13.6
20000,0.001,36.9
40000,0.002,64.3
60000,0.003,62.8
80000,0.004,31.2
100000,0.005,65.7
120000,0.006,123.3
140000,0.007,149.1
160000,0.008,136.2
180000,0.009,159.2
200000,0.010,154.9
220000,0.011,144.8
240000,0.012,137.6
260000,0.013,159.2
280000,0.014,160.7
300000,0.015,131.9
320000,0.016,75.8
340000,0.017,116.1
360000,0.018,114.3
380000,0.019,121.8
400000,0.020,110.3
420000,0.021,111.7
440000,0.022,117.5
460000,0.023,113.2
480000,0.024,116.1
500000,0.025,110.3
520000,0.026,118.9
540000,0.027,136.0
560000,0.028,139.1
580000,0.029,126.1
600000,0.030,139.1
620000,0.031,139.1
640000,0.032,131.9
660000,0.033,136.2
680000,0.034,139.1
700000,0.035,134.8
720000,0.036,128.2
740000,0.037,120.4
760000,0.038,116.1
780000,0.039,126.1
800000,0.040,108.9
820000,0.041,104.5
840000,0.042,116.1
860000,0.043,129.0
880000,0.044,98.8
900000,0.045,75.6
920000,0.046,78.7
940000,0.047,71.5
960000,0.048,91.6
980000,0.049,84.4
1000000,0.050,94.5
1020000,0.051,104.5
1040000,0.052,87.3
1060000,0.053,87.3
1080000,0.054,91.0
1100000,0.055,91.6
1120000,0.056,98.8
1140000,0.057,77.2
1160000,0.058,61.4
1180000,0.059,68.6
1200000,0.060,77.2
1220000,0.061,74.3
1240000,0.062,78.7
1260000,0.063,67.8
1280000,0.064,71.5
1300000,0.065,65.7
1320000,0.066,71.5
1340000,0.067,83.0
1360000,0.068,71.5
1380000,0.069,90.2
1400000,0.070,98.8
1420000,0.071,104.5
1440000,0.072,98.8
1460000,0.073,83.0
1480000,0.074,95.9
1500000,0.075,106.0
1520000,0.076,95.9
1540000,0.077,91.6
1560000,0.078,77.2
1580000,0.079,85.8
1600000,0.080,72.9
