FPGA idle power [mW]:,3530.0

Program energy [mJ]:,7.30

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,17.8
20000,0.001,40.8
40000,0.002,46.5
60000,0.003,48.0
80000,0.004,23.5
100000,0.005,81.1
120000,0.006,119.9
140000,0.007,134.3
160000,0.008,126.4
180000,0.009,137.2
200000,0.010,148.7
220000,0.011,134.3
240000,0.012,137.2
260000,0.013,157.3
280000,0.014,164.5
300000,0.015,117.0
320000,0.016,78.2
340000,0.017,86.2
360000,0.018,94.0
380000,0.019,88.3
400000,0.020,94.0
420000,0.021,102.6
440000,0.022,91.1
460000,0.023,95.5
480000,0.024,101.2
500000,0.025,95.5
520000,0.026,95.5
540000,0.027,112.7
560000,0.028,130.0
580000,0.029,131.4
600000,0.030,119.9
620000,0.031,105.5
640000,0.032,114.2
660000,0.033,121.3
680000,0.034,118.5
700000,0.035,106.3
720000,0.036,117.0
740000,0.037,104.1
760000,0.038,92.6
780000,0.039,86.8
800000,0.040,96.9
820000,0.041,104.1
840000,0.042,104.1
860000,0.043,94.0
880000,0.044,89.3
900000,0.045,71.0
920000,0.046,62.4
940000,0.047,73.9
960000,0.048,82.5
980000,0.049,81.1
1000000,0.050,82.5
1020000,0.051,79.6
1040000,0.052,86.8
1060000,0.053,84.6
1080000,0.054,86.8
1100000,0.055,82.5
1120000,0.056,76.8
1140000,0.057,72.4
1160000,0.058,71.0
1180000,0.059,52.3
1200000,0.060,72.4
1220000,0.061,76.8
1240000,0.062,72.2
1260000,0.063,62.4
1280000,0.064,71.0
1300000,0.065,73.9
1320000,0.066,71.0
1340000,0.067,65.2
1360000,0.068,79.6
1380000,0.069,81.1
1400000,0.070,89.7
1420000,0.071,92.4
1440000,0.072,89.7
1460000,0.073,83.9
1480000,0.074,79.6
1500000,0.075,79.6
1520000,0.076,86.8
1540000,0.077,81.1
1560000,0.078,66.7
1580000,0.079,66.7
