FPGA idle power [mW]:,3600.1

Program energy [mJ]:,10.56

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,57.0
20000,0.001,85.8
40000,0.002,113.7
60000,0.003,91.5
80000,0.004,41.2
100000,0.005,118.9
120000,0.006,133.3
140000,0.007,121.7
160000,0.008,139.0
180000,0.009,133.3
200000,0.010,144.8
220000,0.011,147.8
240000,0.012,133.3
260000,0.013,136.1
280000,0.014,143.3
300000,0.015,150.5
320000,0.016,120.3
340000,0.017,127.5
360000,0.018,137.6
380000,0.019,137.6
400000,0.020,140.0
420000,0.021,130.4
440000,0.022,131.8
460000,0.023,133.3
480000,0.024,139.0
500000,0.025,130.4
520000,0.026,136.1
540000,0.027,136.1
560000,0.028,136.1
580000,0.029,136.9
600000,0.030,133.3
620000,0.031,134.7
640000,0.032,128.9
660000,0.033,127.5
680000,0.034,134.7
700000,0.035,134.7
720000,0.036,134.7
740000,0.037,136.1
760000,0.038,130.7
780000,0.039,133.3
800000,0.040,130.4
820000,0.041,126.1
840000,0.042,133.3
860000,0.043,131.8
880000,0.044,139.0
900000,0.045,116.0
920000,0.046,113.1
940000,0.047,118.3
960000,0.048,105.9
980000,0.049,118.9
1000000,0.050,107.4
1020000,0.051,118.9
1040000,0.052,116.0
1060000,0.053,107.4
1080000,0.054,107.4
1100000,0.055,113.1
1120000,0.056,113.7
1140000,0.057,108.8
1160000,0.058,108.8
1180000,0.059,118.9
1200000,0.060,120.3
1220000,0.061,120.3
1240000,0.062,111.7
1260000,0.063,114.6
1280000,0.064,111.7
1300000,0.065,112.1
1320000,0.066,108.8
1340000,0.067,117.4
1360000,0.068,118.9
1380000,0.069,120.3
1400000,0.070,117.4
1420000,0.071,116.0
1440000,0.072,111.7
1460000,0.073,116.0
1480000,0.074,112.1
1500000,0.075,120.3
1520000,0.076,116.0
1540000,0.077,120.3
1560000,0.078,116.0
1580000,0.079,107.4
1600000,0.080,116.0
1620000,0.081,114.6
1640000,0.082,116.0
1660000,0.083,109.0
1680000,0.084,113.1
1700000,0.085,116.0
1720000,0.086,118.9
