FPGA idle power [mW]:,3577.9

Program energy [mJ]:,7.78

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,1.5
20000,0.001,24.5
40000,0.002,14.5
60000,0.003,15.0
80000,0.004,11.6
100000,0.005,7.3
120000,0.006,15.9
140000,0.007,82.1
160000,0.008,80.6
180000,0.009,118.0
200000,0.010,110.9
220000,0.011,109.4
240000,0.012,118.8
260000,0.013,122.4
280000,0.014,112.3
300000,0.015,119.5
320000,0.016,120.9
340000,0.017,113.7
360000,0.018,119.5
380000,0.019,115.2
400000,0.020,110.9
420000,0.021,123.5
440000,0.022,120.9
460000,0.023,116.6
480000,0.024,108.0
500000,0.025,119.5
520000,0.026,116.6
540000,0.027,116.6
560000,0.028,116.6
580000,0.029,119.5
600000,0.030,121.9
620000,0.031,118.0
640000,0.032,115.2
660000,0.033,110.9
680000,0.034,115.2
700000,0.035,118.0
720000,0.036,99.3
740000,0.037,105.1
760000,0.038,113.7
780000,0.039,108.0
800000,0.040,105.1
820000,0.041,96.5
840000,0.042,109.4
860000,0.043,108.0
880000,0.044,102.2
900000,0.045,89.3
920000,0.046,106.5
940000,0.047,113.7
960000,0.048,100.2
980000,0.049,102.2
1000000,0.050,103.7
1020000,0.051,92.2
1040000,0.052,97.9
1060000,0.053,89.3
1080000,0.054,92.2
1100000,0.055,99.3
1120000,0.056,93.6
1140000,0.057,90.9
1160000,0.058,87.8
1180000,0.059,89.3
1200000,0.060,89.3
1220000,0.061,89.3
1240000,0.062,90.7
1260000,0.063,92.2
1280000,0.064,89.3
1300000,0.065,87.8
1320000,0.066,92.5
1340000,0.067,93.6
1360000,0.068,83.5
1380000,0.069,79.2
1400000,0.070,89.3
1420000,0.071,85.0
1440000,0.072,97.9
1460000,0.073,89.3
1480000,0.074,83.5
1500000,0.075,81.6
1520000,0.076,97.9
1540000,0.077,89.3
1560000,0.078,85.0
1580000,0.079,92.2
1600000,0.080,87.8
1620000,0.081,95.0
1640000,0.082,24.5
