FPGA idle power [mW]:,3579.0

Program energy [mJ]:,8.17

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-3.9
20000,0.001,29.2
40000,0.002,32.1
60000,0.003,24.9
80000,0.004,26.3
100000,0.005,22.0
120000,0.006,59.4
140000,0.007,115.5
160000,0.008,122.7
180000,0.009,129.9
200000,0.010,134.2
220000,0.011,129.9
240000,0.012,135.7
260000,0.013,134.8
280000,0.014,121.3
300000,0.015,134.2
320000,0.016,131.3
340000,0.017,134.2
360000,0.018,129.9
380000,0.019,135.7
400000,0.020,134.2
420000,0.021,132.8
440000,0.022,141.0
460000,0.023,129.9
480000,0.024,131.3
500000,0.025,129.9
520000,0.026,137.1
540000,0.027,132.8
560000,0.028,135.7
580000,0.029,137.1
600000,0.030,138.5
620000,0.031,139.4
640000,0.032,135.7
660000,0.033,124.1
680000,0.034,124.1
700000,0.035,118.4
720000,0.036,115.5
740000,0.037,128.5
760000,0.038,128.5
780000,0.039,140.0
800000,0.040,136.3
820000,0.041,127.0
840000,0.042,142.8
860000,0.043,142.8
880000,0.044,121.3
900000,0.045,106.9
920000,0.046,116.9
940000,0.047,119.8
960000,0.048,121.3
980000,0.049,102.2
1000000,0.050,121.3
1020000,0.051,116.9
1040000,0.052,115.5
1060000,0.053,116.9
1080000,0.054,119.8
1100000,0.055,112.6
1120000,0.056,118.4
1140000,0.057,109.8
1160000,0.058,113.1
1180000,0.059,116.9
1200000,0.060,118.4
1220000,0.061,122.7
1240000,0.062,109.8
1260000,0.063,124.1
1280000,0.064,112.6
1300000,0.065,112.6
1320000,0.066,119.8
1340000,0.067,111.5
1360000,0.068,125.6
1380000,0.069,99.7
1400000,0.070,108.3
