FPGA idle power [mW]:,3581.4

Program energy [mJ]:,9.94

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,51.2
20000,0.001,71.4
40000,0.002,112.2
60000,0.003,90.1
80000,0.004,26.8
100000,0.005,121.7
120000,0.006,137.6
140000,0.007,131.8
160000,0.008,146.2
180000,0.009,149.1
200000,0.010,147.6
220000,0.011,143.2
240000,0.012,149.1
260000,0.013,153.4
280000,0.014,154.8
300000,0.015,126.1
320000,0.016,118.9
340000,0.017,127.5
360000,0.018,124.6
380000,0.019,127.5
400000,0.020,127.7
420000,0.021,120.3
440000,0.022,117.4
460000,0.023,130.4
480000,0.024,137.6
500000,0.025,128.9
520000,0.026,127.5
540000,0.027,126.1
560000,0.028,134.7
580000,0.029,137.0
600000,0.030,144.8
620000,0.031,124.6
640000,0.032,137.6
660000,0.033,141.9
680000,0.034,130.4
700000,0.035,127.5
720000,0.036,136.1
740000,0.037,136.1
760000,0.038,130.8
780000,0.039,120.3
800000,0.040,126.1
820000,0.041,127.5
840000,0.042,128.9
860000,0.043,127.5
880000,0.044,103.0
900000,0.045,93.0
920000,0.046,100.2
940000,0.047,93.6
960000,0.048,97.3
980000,0.049,104.5
1000000,0.050,121.7
1020000,0.051,117.4
1040000,0.052,118.9
1060000,0.053,107.4
1080000,0.054,111.7
1100000,0.055,111.7
1120000,0.056,107.6
1140000,0.057,117.4
1160000,0.058,117.4
1180000,0.059,108.8
1200000,0.060,103.0
1220000,0.061,107.4
1240000,0.062,110.2
1260000,0.063,97.3
1280000,0.064,98.7
1300000,0.065,98.3
1320000,0.066,101.6
1340000,0.067,101.6
1360000,0.068,97.3
1380000,0.069,101.6
1400000,0.070,103.0
1420000,0.071,101.6
1440000,0.072,107.4
1460000,0.073,118.9
1480000,0.074,115.3
1500000,0.075,116.0
1520000,0.076,107.4
1540000,0.077,116.0
1560000,0.078,116.0
1580000,0.079,118.9
1600000,0.080,110.2
1620000,0.081,113.1
1640000,0.082,110.2
1660000,0.083,98.3
1680000,0.084,101.6
