FPGA idle power [mW]:,3606.0

Program energy [mJ]:,8.29

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,18.0
20000,0.001,65.5
40000,0.002,58.3
60000,0.003,38.2
80000,0.004,41.0
100000,0.005,39.6
120000,0.006,111.5
140000,0.007,104.7
160000,0.008,137.4
180000,0.009,134.5
200000,0.010,124.5
220000,0.011,131.7
240000,0.012,134.5
260000,0.013,130.2
280000,0.014,127.4
300000,0.015,133.1
320000,0.016,137.2
340000,0.017,127.4
360000,0.018,128.8
380000,0.019,131.7
400000,0.020,136.0
420000,0.021,125.9
440000,0.022,134.5
460000,0.023,134.5
480000,0.024,133.1
500000,0.025,132.6
520000,0.026,134.5
540000,0.027,137.4
560000,0.028,133.1
580000,0.029,133.1
600000,0.030,128.8
620000,0.031,134.5
640000,0.032,124.5
660000,0.033,128.8
680000,0.034,114.0
700000,0.035,113.0
720000,0.036,131.7
740000,0.037,133.1
760000,0.038,128.8
780000,0.039,118.7
800000,0.040,140.3
820000,0.041,146.1
840000,0.042,131.7
860000,0.043,118.6
880000,0.044,115.8
900000,0.045,111.5
920000,0.046,117.3
940000,0.047,118.7
960000,0.048,117.3
980000,0.049,120.2
1000000,0.050,120.2
1020000,0.051,105.8
1040000,0.052,118.6
1060000,0.053,114.4
1080000,0.054,115.8
1100000,0.055,108.7
1120000,0.056,115.8
1140000,0.057,123.0
1160000,0.058,118.7
1180000,0.059,113.0
1200000,0.060,120.2
1220000,0.061,117.1
1240000,0.062,121.6
1260000,0.063,111.5
1280000,0.064,115.8
1300000,0.065,113.0
1320000,0.066,124.5
1340000,0.067,114.4
1360000,0.068,111.5
1380000,0.069,102.9
1400000,0.070,98.5
