FPGA idle power [mW]:,3579.4

Program energy [mJ]:,9.71

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,21.6
20000,0.001,91.0
40000,0.002,89.2
60000,0.003,77.7
80000,0.004,41.7
100000,0.005,27.4
120000,0.006,112.2
140000,0.007,118.0
160000,0.008,133.8
180000,0.009,113.7
200000,0.010,129.7
220000,0.011,133.8
240000,0.012,133.8
260000,0.013,122.3
280000,0.014,120.9
300000,0.015,128.1
320000,0.016,129.5
340000,0.017,133.8
360000,0.018,126.6
380000,0.019,125.1
400000,0.020,129.5
420000,0.021,132.4
440000,0.022,122.3
460000,0.023,126.6
480000,0.024,128.1
500000,0.025,132.4
520000,0.026,132.4
540000,0.027,128.1
560000,0.028,131.3
580000,0.029,130.9
600000,0.030,126.6
620000,0.031,129.5
640000,0.032,130.9
660000,0.033,132.4
680000,0.034,133.8
700000,0.035,126.6
720000,0.036,139.6
740000,0.037,156.1
760000,0.038,139.6
780000,0.039,139.6
800000,0.040,129.5
820000,0.041,149.6
840000,0.042,139.6
860000,0.043,136.7
880000,0.044,105.0
900000,0.045,96.4
920000,0.046,95.6
940000,0.047,93.5
960000,0.048,96.4
980000,0.049,100.7
1000000,0.050,97.8
1020000,0.051,105.0
1040000,0.052,107.9
1060000,0.053,106.5
1080000,0.054,105.0
1100000,0.055,106.5
1120000,0.056,118.0
1140000,0.057,116.5
1160000,0.058,115.1
1180000,0.059,102.2
1200000,0.060,102.2
1220000,0.061,110.8
1240000,0.062,109.4
1260000,0.063,105.0
1280000,0.064,106.5
1300000,0.065,112.2
1320000,0.066,115.1
1340000,0.067,106.5
1360000,0.068,106.5
1380000,0.069,113.7
1400000,0.070,110.8
1420000,0.071,107.9
1440000,0.072,116.5
1460000,0.073,112.7
1480000,0.074,115.1
1500000,0.075,110.8
1520000,0.076,116.5
1540000,0.077,116.5
1560000,0.078,110.8
1580000,0.079,110.8
1600000,0.080,112.2
1620000,0.081,112.2
1640000,0.082,95.6
1660000,0.083,99.3
1680000,0.084,90.7
