FPGA idle power [mW]:,3597.8

Program energy [mJ]:,8.74

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,7.5
20000,0.001,52.1
40000,0.002,50.9
60000,0.003,59.3
80000,0.004,42.0
100000,0.005,19.0
120000,0.006,89.5
140000,0.007,106.8
160000,0.008,116.9
180000,0.009,116.9
200000,0.010,121.2
220000,0.011,116.0
240000,0.012,116.9
260000,0.013,122.6
280000,0.014,122.6
300000,0.015,121.2
320000,0.016,128.4
340000,0.017,121.2
360000,0.018,124.0
380000,0.019,122.6
400000,0.020,126.8
420000,0.021,122.6
440000,0.022,118.3
460000,0.023,129.8
480000,0.024,122.6
500000,0.025,118.3
520000,0.026,126.9
540000,0.027,125.5
560000,0.028,124.0
580000,0.029,117.5
600000,0.030,122.6
620000,0.031,131.2
640000,0.032,125.5
660000,0.033,119.7
680000,0.034,119.7
700000,0.035,126.9
720000,0.036,137.0
740000,0.037,128.4
760000,0.038,122.2
780000,0.039,121.2
800000,0.040,131.2
820000,0.041,138.4
840000,0.042,111.1
860000,0.043,102.5
880000,0.044,95.3
900000,0.045,91.0
920000,0.046,86.6
940000,0.047,100.5
960000,0.048,103.9
980000,0.049,88.1
1000000,0.050,103.9
1020000,0.051,102.5
1040000,0.052,109.7
1060000,0.053,103.9
1080000,0.054,98.1
1100000,0.055,106.8
1120000,0.056,100.5
1140000,0.057,103.9
1160000,0.058,101.0
1180000,0.059,98.1
1200000,0.060,103.9
1220000,0.061,99.6
1240000,0.062,103.9
1260000,0.063,96.7
1280000,0.064,99.6
1300000,0.065,106.7
1320000,0.066,96.7
1340000,0.067,98.1
1360000,0.068,98.1
1380000,0.069,99.6
1400000,0.070,105.3
1420000,0.071,92.4
1440000,0.072,106.8
1460000,0.073,103.9
1480000,0.074,102.0
1500000,0.075,102.5
1520000,0.076,95.3
1540000,0.077,102.5
1560000,0.078,103.9
1580000,0.079,95.3
1600000,0.080,98.1
1620000,0.081,98.1
1640000,0.082,93.8
